"ITTER107"	"Territorio"	"TIPO_DATO_ISTR"	"Tipo dato"	"SEXISTAT1"	"Sesso"	"CITTADINANZA"	"Cittadinanza"	"ORDINESCOL2"	"Ordine scolastico"	"NATGIUR1"	"Gestione della scuola"	"TIPO_SCUOLA2"	"Tipo di scuola superiore"	"TIME"	"Seleziona anno (anno t= anno sc. t-1 / t)"	"Value"	"Flag Codes"	"Flags"
"ITF1"	"Abruzzo"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	1180		
"ITE2"	"Umbria"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	3048		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ALL"	"totale"	"2018"	"2018"	2043		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"CLA"	"liceo classico"	"2018"	"2018"	17982		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"ART"	"istituto d arte"	"2018"	"2018"	45		
"ITC"	"Nord-ovest"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"LIN"	"liceo linguistico"	"2018"	"2018"	64		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	249		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"ART"	"istituto d arte"	"2018"	"2018"	29		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	26		
"IT"	"Italia"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	105824		
"ITF"	"Sud"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	52381		
"IT"	"Italia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	165942		
"ITE2"	"Umbria"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	31		
"ITC3"	"Liguria"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	10		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"SCI"	"liceo scientifico"	"2018"	"2018"	24		
"ITF3"	"Campania"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SCI"	"liceo scientifico"	"2018"	"2018"	85818		
"ITC"	"Nord-ovest"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	1278		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	2667		
"ITE"	"Centro"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ART"	"istituto d arte"	"2018"	"2018"	16460		
"ITE2"	"Umbria"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	662		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	6927		
"ITE2"	"Umbria"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SCI"	"liceo scientifico"	"2018"	"2018"	15		
"IT"	"Italia"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ART"	"istituto d arte"	"2018"	"2018"	52364		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	407		
"IT"	"Italia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	202599		
"ITD3"	"Veneto"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	22		
"ITD3"	"Veneto"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ART"	"istituto d arte"	"2018"	"2018"	150		
"ITF2"	"Molise"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	925		
"ITC"	"Nord-ovest"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"ARTI"	"liceo artistico"	"2018"	"2018"	31		
"ITC4"	"Lombardia"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	31		
"ITE1"	"Toscana"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	8093		
"IT"	"Italia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"ALL"	"totale"	"2018"	"2018"	1905		
"ITE"	"Centro"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	438		
"ITE4"	"Lazio"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"CLA"	"liceo classico"	"2018"	"2018"	37096		
"ITF"	"Sud"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"LIN"	"liceo linguistico"	"2018"	"2018"	679		
"ITF"	"Sud"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ARTI"	"liceo artistico"	"2018"	"2018"	7811		
"ITF2"	"Molise"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SCI"	"liceo scientifico"	"2018"	"2018"	30		
"ITF3"	"Campania"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SCI"	"liceo scientifico"	"2018"	"2018"	595		
"ITE4"	"Lazio"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	297		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"LIN"	"liceo linguistico"	"2018"	"2018"	4656		
"ITF"	"Sud"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	53517		
"ITE2"	"Umbria"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	75		
"ITE4"	"Lazio"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	4616		
"ITE4"	"Lazio"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	25195		
"ITF3"	"Campania"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	28677		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	2118		
"ITF"	"Sud"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	1588		
"ITF1"	"Abruzzo"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	323		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	1574		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ARTI"	"liceo artistico"	"2018"	"2018"	484		
"ITF"	"Sud"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	1210		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	503		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"CLA"	"liceo classico"	"2018"	"2018"	22		
"ITF1"	"Abruzzo"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ARTI"	"liceo artistico"	"2018"	"2018"	1545		
"IT"	"Italia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	26668		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ART"	"istituto d arte"	"2018"	"2018"	194		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	1530		
"ITE1"	"Toscana"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"CLA"	"liceo classico"	"2018"	"2018"	272		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	8423		
"ITC"	"Nord-ovest"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	614		
"ITE"	"Centro"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"CLA"	"liceo classico"	"2018"	"2018"	68847		
"ITE"	"Centro"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"SCI"	"liceo scientifico"	"2018"	"2018"	98		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	11190		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	281		
"ITD4"	"Friuli-Venezia Giulia"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ART"	"istituto d arte"	"2018"	"2018"	111		
"ITD5"	"Emilia-Romagna"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ARTI"	"liceo artistico"	"2018"	"2018"	118		
"ITD"	"Nord-est"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"CLA"	"liceo classico"	"2018"	"2018"	1929		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ALL"	"totale"	"2018"	"2018"	9973		
"ITD4"	"Friuli-Venezia Giulia"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	218		
"ITE3"	"Marche"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	4231		
"ITE4"	"Lazio"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	265		
"ITF3"	"Campania"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ALL"	"totale"	"2018"	"2018"	144337		
"ITF"	"Sud"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	64739		
"ITE2"	"Umbria"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	131		
"ITD"	"Nord-est"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	23		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"CLA"	"liceo classico"	"2018"	"2018"	651		
"ITE3"	"Marche"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	6429		
"ITF2"	"Molise"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	1655		
"ITF3"	"Campania"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	1817		
"ITC4"	"Lombardia"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	1509		
"ITE1"	"Toscana"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"LIN"	"liceo linguistico"	"2018"	"2018"	209		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	774		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	246		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	5589		
"ITE4"	"Lazio"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	51		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	79		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	63081		
"ITF"	"Sud"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"CLA"	"liceo classico"	"2018"	"2018"	48448		
"ITE"	"Centro"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	24080		
"ITF"	"Sud"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ALL"	"totale"	"2018"	"2018"	702079		
"ITE3"	"Marche"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	3719		
"ITF"	"Sud"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"ART"	"istituto d arte"	"2018"	"2018"	5		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	83		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	225		
"ITC3"	"Liguria"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SCI"	"liceo scientifico"	"2018"	"2018"	18		
"ITE"	"Centro"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	7446		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"LIN"	"liceo linguistico"	"2018"	"2018"	1533		
"ITE1"	"Toscana"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ART"	"istituto d arte"	"2018"	"2018"	498		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	2193		
"IT"	"Italia"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"ALL"	"totale"	"2018"	"2018"	1571		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ART"	"istituto d arte"	"2018"	"2018"	7203		
"ITF3"	"Campania"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"ART"	"istituto d arte"	"2018"	"2018"	5		
"ITDA"	"Trentino Alto Adige / Südtirol"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"CLA"	"liceo classico"	"2018"	"2018"	10		
"ITE1"	"Toscana"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"ALL"	"totale"	"2018"	"2018"	64		
"ITF1"	"Abruzzo"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SCI"	"liceo scientifico"	"2018"	"2018"	6763		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SCI"	"liceo scientifico"	"2018"	"2018"	6137		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	11		
"ITE1"	"Toscana"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"CLA"	"liceo classico"	"2018"	"2018"	530		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	8318		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	18		
"ITD4"	"Friuli-Venezia Giulia"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	52		
"ITF"	"Sud"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	27475		
"ITF2"	"Molise"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	356		
"ITD3"	"Veneto"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	1225		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	3543		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	7745		
"ITF2"	"Molise"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	12		
"ITC3"	"Liguria"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	143		
"ITC"	"Nord-ovest"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	4486		
